param,mean,median,0.950_CI_LB,0.950_CI_UB
alpha_loc_387_pop_0,0.000295,-0.000049,-0.061260,0.062722
alpha_loc_388_pop_0,-0.005990,-0.005272,-0.071863,0.052862
alpha_loc_389_pop_0,0.000069,0.000151,-0.060023,0.061612
alpha_loc_390_pop_0,-0.001079,-0.000805,-0.062799,0.059746
alpha_loc_391_pop_0,0.000487,0.000739,-0.062052,0.061387
alpha_loc_392_pop_0,0.000486,0.000462,-0.060536,0.059284
alpha_loc_393_pop_0,0.000350,0.000759,-0.061731,0.062035
alpha_loc_394_pop_0,0.000394,0.000474,-0.062563,0.061545
alpha_loc_395_pop_0,-0.000187,-0.000038,-0.062136,0.062840
alpha_loc_396_pop_0,-0.000594,-0.000386,-0.063838,0.061250
alpha_loc_397_pop_0,-0.000951,-0.000332,-0.065952,0.061839
alpha_loc_398_pop_0,-0.000710,-0.000904,-0.061585,0.061246
alpha_loc_399_pop_0,0.000667,0.000338,-0.060044,0.063500
alpha_loc_400_pop_0,0.000823,0.001150,-0.061919,0.061883
alpha_loc_401_pop_0,0.000098,-0.000058,-0.061705,0.061797
alpha_loc_402_pop_0,0.000267,0.000548,-0.062927,0.060434
alpha_loc_403_pop_0,-0.000029,0.000192,-0.061755,0.061470
alpha_loc_404_pop_0,0.002020,0.001640,-0.057971,0.064266
alpha_loc_405_pop_0,0.000159,0.000280,-0.062215,0.063738
alpha_loc_406_pop_0,-0.000057,-0.000139,-0.061783,0.061685
alpha_loc_407_pop_0,-0.000708,-0.000768,-0.062787,0.061935
alpha_loc_408_pop_0,0.002077,0.001973,-0.060082,0.063770
alpha_loc_409_pop_0,-0.000626,-0.000294,-0.062373,0.059225
alpha_loc_410_pop_0,-0.001293,-0.000778,-0.064479,0.061236
alpha_loc_411_pop_0,-0.000220,-0.000313,-0.062355,0.062165
alpha_loc_412_pop_0,0.000099,-0.000416,-0.061103,0.062236
alpha_loc_413_pop_0,-0.000825,-0.000611,-0.062990,0.060941
alpha_loc_414_pop_0,0.000677,0.000201,-0.059868,0.063194
alpha_loc_415_pop_0,0.000551,0.001006,-0.062684,0.061472
alpha_loc_416_pop_0,0.001117,0.001122,-0.059908,0.064300
alpha_loc_417_pop_0,0.000077,0.000065,-0.060325,0.061323
alpha_loc_418_pop_0,0.000791,0.000733,-0.059338,0.063007
alpha_loc_419_pop_0,0.000074,-0.000081,-0.061272,0.060794
alpha_loc_420_pop_0,0.000939,0.001033,-0.061168,0.063735
alpha_loc_421_pop_0,-0.000129,-0.000302,-0.061503,0.061029
alpha_loc_422_pop_0,0.000013,-0.000205,-0.059460,0.061503
alpha_loc_423_pop_0,-0.000118,0.000551,-0.062426,0.061050
alpha_loc_424_pop_0,-0.000319,-0.000186,-0.061267,0.059690
alpha_loc_425_pop_0,-0.000003,-0.000137,-0.061338,0.060663
alpha_loc_426_pop_0,-0.002310,-0.002165,-0.066013,0.059526
alpha_loc_427_pop_0,-0.002051,-0.001871,-0.063722,0.057994
alpha_loc_428_pop_0,-0.000169,-0.000049,-0.061710,0.060400
alpha_loc_429_pop_0,0.000183,0.000271,-0.062712,0.061014
alpha_loc_430_pop_0,0.000007,-0.000054,-0.062401,0.062233
alpha_loc_431_pop_0,-0.000292,-0.000214,-0.062136,0.061944
alpha_loc_432_pop_0,0.000428,0.000444,-0.059907,0.062964
alpha_loc_433_pop_0,-0.000006,-0.000013,-0.061990,0.063857
alpha_loc_434_pop_0,-0.000493,-0.000475,-0.062321,0.061353
alpha_loc_435_pop_0,0.000113,0.000214,-0.061862,0.061951
alpha_loc_436_pop_0,0.000228,0.000501,-0.061473,0.061989
alpha_loc_437_pop_0,0.000662,0.000024,-0.061105,0.064460
alpha_loc_438_pop_0,-0.000848,-0.000456,-0.063891,0.060746
alpha_loc_439_pop_0,0.000620,0.000284,-0.061799,0.063763
alpha_loc_440_pop_0,0.000588,0.000384,-0.060845,0.063286
alpha_loc_441_pop_0,-0.000965,-0.001085,-0.063740,0.060752
alpha_loc_442_pop_0,-0.000043,-0.000030,-0.061744,0.061413
alpha_loc_443_pop_0,-0.000233,-0.000504,-0.063070,0.061675
alpha_loc_444_pop_0,0.000187,0.000322,-0.060978,0.062648
alpha_loc_445_pop_0,-0.000076,0.000034,-0.062188,0.060726
alpha_loc_446_pop_0,-0.000081,-0.000043,-0.064641,0.062141
alpha_loc_447_pop_0,-0.000567,-0.000216,-0.062819,0.060204
alpha_loc_448_pop_0,0.000240,0.000118,-0.060538,0.061769
alpha_loc_449_pop_0,0.000581,0.000692,-0.060603,0.061151
alpha_loc_450_pop_0,-0.000255,-0.000398,-0.062057,0.063726
alpha_loc_451_pop_0,-0.001292,-0.001220,-0.062167,0.060861
alpha_loc_452_pop_0,-0.000731,-0.000705,-0.063059,0.060589
alpha_loc_453_pop_0,0.000205,0.000089,-0.060090,0.062845
alpha_loc_454_pop_0,0.000021,0.000245,-0.060844,0.060446
alpha_loc_455_pop_0,-0.000999,-0.001022,-0.062892,0.060739
alpha_loc_456_pop_0,0.000894,0.000685,-0.061875,0.062254
alpha_loc_457_pop_0,-0.000077,-0.000003,-0.064214,0.063123
alpha_loc_458_pop_0,0.000817,0.000378,-0.060699,0.061813
alpha_loc_459_pop_0,-0.000399,-0.000159,-0.063830,0.061277
alpha_loc_460_pop_0,-0.000343,-0.000283,-0.061586,0.062862
alpha_loc_461_pop_0,-0.000103,-0.000105,-0.060818,0.061363
alpha_loc_462_pop_0,0.000309,-0.000074,-0.061631,0.062684
alpha_loc_463_pop_0,0.000018,-0.000380,-0.063158,0.061777
alpha_loc_464_pop_0,-0.000947,-0.000537,-0.062836,0.058712
alpha_loc_465_pop_0,0.000990,0.000609,-0.060110,0.063591
alpha_loc_466_pop_0,0.000406,0.000357,-0.062001,0.062420
alpha_loc_467_pop_0,-0.000307,-0.000099,-0.063134,0.060726
alpha_loc_468_pop_0,0.000683,0.000637,-0.059623,0.063936
alpha_loc_469_pop_0,0.000087,-0.000224,-0.060127,0.062724
alpha_loc_470_pop_0,-0.000764,-0.000729,-0.062543,0.061942
alpha_loc_471_pop_0,0.000181,0.000140,-0.061682,0.062446
alpha_loc_472_pop_0,-0.000624,-0.000269,-0.061857,0.061112
alpha_loc_473_pop_0,-0.000198,0.000034,-0.061892,0.062087
alpha_loc_474_pop_0,-0.000067,0.000140,-0.063422,0.062027
alpha_loc_475_pop_0,-0.000081,-0.000421,-0.062047,0.063235
alpha_loc_476_pop_0,0.000143,-0.000192,-0.061524,0.063143
alpha_loc_477_pop_0,0.000215,0.000329,-0.062939,0.061320
alpha_loc_478_pop_0,-0.000109,-0.000019,-0.061180,0.061859
alpha_loc_479_pop_0,0.000106,-0.000022,-0.060593,0.061766
alpha_loc_480_pop_0,0.000277,0.000101,-0.061567,0.062757
alpha_loc_481_pop_0,-0.000172,-0.000106,-0.061833,0.061353
alpha_loc_482_pop_0,-0.000136,-0.000159,-0.062721,0.062842
alpha_loc_483_pop_0,0.000138,0.000233,-0.060891,0.060932
alpha_loc_484_pop_0,-0.000574,-0.000845,-0.062647,0.060995
alpha_loc_485_pop_0,-0.000234,-0.000023,-0.061676,0.060916
alpha_loc_486_pop_0,0.000441,0.000287,-0.061495,0.062725
alpha_loc_487_pop_0,0.000145,0.000256,-0.061127,0.062247
alpha_loc_488_pop_0,-0.000035,-0.000119,-0.061547,0.063199
alpha_loc_489_pop_0,-0.000778,-0.000181,-0.062819,0.059765
alpha_loc_490_pop_0,0.000105,0.000206,-0.063351,0.062582
alpha_loc_491_pop_0,-0.001760,-0.001374,-0.065403,0.058472
alpha_loc_492_pop_0,0.000206,0.000091,-0.060419,0.061249
alpha_loc_493_pop_0,0.000309,0.000560,-0.060108,0.060883
alpha_loc_494_pop_0,-0.000207,-0.000071,-0.061886,0.059044
alpha_loc_495_pop_0,0.000118,-0.000180,-0.060160,0.061922
alpha_loc_496_pop_0,-0.000656,-0.000527,-0.062173,0.059370
alpha_loc_497_pop_0,-0.000522,-0.000435,-0.062182,0.060540
alpha_loc_498_pop_0,0.000385,0.000467,-0.060409,0.061994
alpha_loc_499_pop_0,0.001052,0.000832,-0.059948,0.061945
alpha_loc_500_pop_0,0.000068,0.000018,-0.063542,0.062718
alpha_loc_501_pop_0,-0.002279,-0.002254,-0.063644,0.058281
alpha_loc_502_pop_0,-0.000636,-0.000958,-0.063842,0.062630
alpha_loc_503_pop_0,-0.000112,0.000031,-0.061047,0.059401
alpha_loc_504_pop_0,-0.001130,-0.000614,-0.066914,0.059209
alpha_loc_505_pop_0,0.000380,0.000104,-0.061461,0.060675
alpha_loc_506_pop_0,-0.000013,-0.000064,-0.060848,0.060858
alpha_loc_507_pop_0,0.002462,0.002193,-0.057517,0.063829
alpha_loc_508_pop_0,-0.000359,-0.000472,-0.061568,0.061447
alpha_loc_509_pop_0,-0.000346,-0.000404,-0.062628,0.061593
alpha_loc_510_pop_0,-0.000076,0.000199,-0.061905,0.061866
alpha_loc_511_pop_0,-0.000706,-0.000694,-0.060030,0.060858
alpha_loc_512_pop_0,0.000106,0.000088,-0.062066,0.061451
alpha_loc_513_pop_0,-0.001551,-0.001047,-0.063948,0.059113
alpha_loc_514_pop_0,0.000351,0.000282,-0.059923,0.062097
alpha_loc_515_pop_0,0.000731,0.000745,-0.060927,0.061335
alpha_loc_516_pop_0,-0.000603,-0.000463,-0.060816,0.060677
alpha_loc_517_pop_0,-0.000223,-0.000303,-0.062500,0.062467
alpha_loc_518_pop_0,0.000292,0.000112,-0.059224,0.062242
alpha_loc_519_pop_0,-0.000064,0.000225,-0.063101,0.061925
alpha_loc_520_pop_0,-0.000515,-0.000567,-0.061400,0.058867
alpha_loc_521_pop_0,0.000207,0.000115,-0.062490,0.062225
alpha_loc_522_pop_0,0.000101,0.000116,-0.061679,0.063332
alpha_loc_523_pop_0,-0.000707,-0.000768,-0.062885,0.061603
alpha_loc_524_pop_0,-0.000384,0.000001,-0.061850,0.061639
alpha_loc_525_pop_0,0.000183,0.000342,-0.061366,0.062980
alpha_loc_526_pop_0,-0.000108,-0.000304,-0.062475,0.060240
alpha_loc_527_pop_0,0.000535,0.000409,-0.061246,0.063977
alpha_loc_528_pop_0,-0.000545,-0.000640,-0.062289,0.064189
alpha_loc_529_pop_0,0.000620,0.000191,-0.061095,0.064160
alpha_loc_530_pop_0,-0.001543,-0.001519,-0.062743,0.058410
alpha_loc_531_pop_0,-0.000134,-0.000077,-0.063162,0.062299
alpha_loc_532_pop_0,-0.000722,-0.000539,-0.063510,0.061510
alpha_loc_533_pop_0,0.000013,-0.000180,-0.061381,0.061813
alpha_loc_534_pop_0,-0.000001,0.000220,-0.063674,0.061078
alpha_loc_535_pop_0,-0.000611,-0.000505,-0.062303,0.059821
alpha_loc_536_pop_0,0.000438,0.000535,-0.062565,0.062111
alpha_loc_537_pop_0,-0.000961,-0.000837,-0.063297,0.061462
alpha_loc_538_pop_0,0.000113,-0.000044,-0.061384,0.062595
alpha_loc_539_pop_0,-0.000584,-0.000643,-0.063311,0.062012
alpha_loc_540_pop_0,0.000628,0.000597,-0.059490,0.063480
alpha_loc_541_pop_0,0.000196,0.000018,-0.062477,0.062841
alpha_loc_542_pop_0,-0.000910,-0.000794,-0.062014,0.061485
alpha_loc_543_pop_0,-0.001360,-0.001183,-0.064669,0.060946
alpha_loc_544_pop_0,-0.000716,-0.001083,-0.063440,0.062132
alpha_loc_545_pop_0,-0.000771,-0.000743,-0.063381,0.060446
alpha_loc_546_pop_0,-0.000193,0.000008,-0.062346,0.060653
alpha_loc_547_pop_0,-0.000014,-0.000065,-0.061613,0.061306
alpha_loc_548_pop_0,0.000250,0.000126,-0.060597,0.063220
alpha_loc_549_pop_0,0.004246,0.003424,-0.055006,0.067370
alpha_loc_550_pop_0,0.000561,0.000558,-0.061856,0.064124
alpha_loc_551_pop_0,0.000043,0.000087,-0.063013,0.061256
alpha_loc_552_pop_0,-0.000300,-0.000231,-0.061808,0.062875
alpha_loc_553_pop_0,-0.001404,-0.001123,-0.064343,0.059237
alpha_loc_554_pop_0,0.000151,-0.000134,-0.061580,0.062554
alpha_loc_555_pop_0,-0.000085,0.000174,-0.060482,0.061823
alpha_loc_556_pop_0,-0.000032,0.000247,-0.061653,0.060231
alpha_loc_557_pop_0,-0.000020,-0.000245,-0.060543,0.061426
alpha_loc_558_pop_0,0.002750,0.002663,-0.057033,0.065921
alpha_loc_559_pop_0,0.000203,0.000238,-0.061150,0.061452
alpha_loc_560_pop_0,0.000396,0.000568,-0.062494,0.062008
alpha_loc_561_pop_0,-0.000443,-0.000308,-0.063090,0.060769
alpha_loc_562_pop_0,0.000041,-0.000101,-0.060945,0.061490
alpha_loc_563_pop_0,0.000055,-0.000233,-0.061138,0.063183
alpha_loc_564_pop_0,-0.000703,-0.000659,-0.062542,0.058609
alpha_loc_565_pop_0,-0.000811,-0.000657,-0.061060,0.061935
alpha_loc_566_pop_0,-0.000276,-0.000154,-0.062069,0.061075
alpha_loc_567_pop_0,0.001381,0.001476,-0.057522,0.062368
alpha_loc_568_pop_0,-0.000074,0.000355,-0.061415,0.061195
alpha_loc_569_pop_0,-0.000458,-0.000051,-0.064310,0.060458
alpha_loc_570_pop_0,0.000198,0.000364,-0.061442,0.060454
alpha_loc_571_pop_0,-0.000213,-0.000166,-0.062089,0.062303
alpha_loc_572_pop_0,-0.000354,-0.000244,-0.062784,0.061297
alpha_loc_573_pop_0,0.000767,0.001029,-0.060523,0.062689
alpha_loc_574_pop_0,-0.000100,-0.000024,-0.061938,0.063297
alpha_loc_575_pop_0,0.000814,0.000688,-0.059705,0.062877
alpha_loc_576_pop_0,0.000426,0.000310,-0.060677,0.064749
alpha_loc_577_pop_0,-0.000242,-0.000258,-0.061090,0.061648
alpha_loc_578_pop_0,0.000393,0.000131,-0.061701,0.063497
alpha_loc_579_pop_0,-0.000430,-0.000601,-0.061630,0.061924
alpha_loc_580_pop_0,-0.000139,-0.000023,-0.062668,0.062053
alpha_loc_581_pop_0,0.000281,0.000449,-0.062859,0.062993
alpha_loc_582_pop_0,-0.000216,-0.000069,-0.061876,0.061599
alpha_loc_583_pop_0,0.000252,0.000389,-0.061741,0.062229
alpha_loc_584_pop_0,0.002384,0.001929,-0.055972,0.063589
alpha_loc_585_pop_0,-0.000474,0.000189,-0.064792,0.059713
alpha_loc_586_pop_0,-0.000758,-0.000304,-0.063546,0.060457
alpha_loc_587_pop_0,0.000356,0.000523,-0.063955,0.062505
alpha_loc_588_pop_0,-0.000045,-0.000182,-0.063605,0.061574
alpha_loc_589_pop_0,0.000143,0.000306,-0.061981,0.062571
alpha_loc_590_pop_0,0.000528,0.000303,-0.061687,0.061313
alpha_loc_591_pop_0,0.000331,0.000344,-0.060332,0.063375
alpha_loc_592_pop_0,-0.000393,-0.000298,-0.061466,0.060959
alpha_loc_593_pop_0,-0.000032,-0.000247,-0.059755,0.061063
alpha_loc_594_pop_0,0.000112,0.000055,-0.059953,0.062754
alpha_loc_595_pop_0,0.000551,0.000662,-0.060164,0.061933
alpha_loc_596_pop_0,0.000760,0.000616,-0.060519,0.063968
alpha_loc_597_pop_0,0.000904,0.000639,-0.060750,0.063048
alpha_loc_598_pop_0,-0.000771,-0.000335,-0.064033,0.059344
alpha_loc_599_pop_0,0.000179,0.000251,-0.061505,0.063019
alpha_loc_600_pop_0,-0.000116,0.000168,-0.061715,0.060423
alpha_loc_601_pop_0,0.000299,-0.000137,-0.061260,0.062723
alpha_loc_602_pop_0,0.000502,0.000606,-0.062254,0.062097
alpha_loc_603_pop_0,0.000513,0.000419,-0.062036,0.062902
alpha_loc_604_pop_0,0.000357,0.000213,-0.061215,0.062883
alpha_loc_605_pop_0,-0.000186,-0.000257,-0.062288,0.061118
alpha_loc_606_pop_0,-0.000041,0.000285,-0.059496,0.060904
alpha_loc_607_pop_0,-0.000428,-0.000543,-0.063783,0.061891
alpha_loc_608_pop_0,0.000615,0.000620,-0.060377,0.063355
alpha_loc_609_pop_0,-0.000371,-0.000418,-0.060725,0.061084
alpha_loc_610_pop_0,-0.001931,-0.001732,-0.064645,0.059094
alpha_loc_611_pop_0,0.003400,0.002947,-0.056824,0.067945
alpha_loc_612_pop_0,-0.000216,0.000205,-0.062606,0.061576
alpha_loc_613_pop_0,0.000162,0.000084,-0.061441,0.061798
alpha_loc_614_pop_0,0.000294,0.000373,-0.062717,0.062164
alpha_loc_615_pop_0,-0.000055,0.000043,-0.060782,0.060560
alpha_loc_616_pop_0,0.000706,0.000322,-0.061270,0.064148
alpha_loc_617_pop_0,-0.000561,-0.000552,-0.062309,0.060819
alpha_loc_618_pop_0,-0.000867,-0.000698,-0.060897,0.060980
alpha_loc_619_pop_0,0.000803,0.000728,-0.060924,0.061721
alpha_loc_620_pop_0,0.000022,-0.000037,-0.062351,0.061470
alpha_loc_621_pop_0,-0.000258,-0.000246,-0.063150,0.061760
alpha_loc_622_pop_0,0.000019,-0.000146,-0.060760,0.061040
alpha_loc_623_pop_0,-0.000282,-0.000503,-0.061480,0.062628
alpha_loc_624_pop_0,-0.000933,-0.000971,-0.062135,0.060943
alpha_loc_625_pop_0,0.000261,0.000116,-0.061921,0.061852
alpha_loc_626_pop_0,0.000282,-0.000025,-0.059102,0.062743
alpha_loc_627_pop_0,0.001379,0.000897,-0.060431,0.063633
alpha_loc_628_pop_0,-0.000217,-0.000159,-0.060926,0.062870
alpha_loc_629_pop_0,-0.001195,-0.000961,-0.061226,0.059651
alpha_loc_630_pop_0,-0.000177,-0.000333,-0.060939,0.059912
alpha_loc_631_pop_0,-0.000172,0.000083,-0.062797,0.062281
alpha_loc_632_pop_0,-0.000174,-0.000234,-0.061919,0.061669
alpha_loc_633_pop_0,-0.000805,-0.000859,-0.062388,0.060059
alpha_loc_634_pop_0,0.000404,0.000615,-0.063092,0.062097
alpha_loc_635_pop_0,0.000167,-0.000119,-0.060046,0.062257
alpha_loc_636_pop_0,-0.000536,-0.000944,-0.063144,0.061061
alpha_loc_637_pop_0,-0.000770,-0.000542,-0.062257,0.058943
alpha_loc_638_pop_0,-0.001204,-0.000741,-0.064945,0.058986
alpha_loc_639_pop_0,0.000265,0.000207,-0.061540,0.061718
alpha_loc_640_pop_0,-0.000419,-0.000056,-0.062332,0.062154
alpha_loc_641_pop_0,0.000417,0.000259,-0.062388,0.063752
alpha_loc_642_pop_0,-0.000506,-0.000325,-0.062894,0.060773
alpha_loc_643_pop_0,0.000660,0.000576,-0.059016,0.063388
alpha_loc_644_pop_0,0.000232,0.000194,-0.062194,0.061591
alpha_loc_645_pop_0,-0.000522,-0.000691,-0.063697,0.061219
alpha_loc_646_pop_0,0.000213,0.000069,-0.060212,0.061474
alpha_loc_647_pop_0,0.001852,0.001885,-0.059395,0.065026
alpha_loc_648_pop_0,-0.000239,-0.000364,-0.061848,0.061346
alpha_loc_649_pop_0,-0.000662,-0.000643,-0.061211,0.062313
alpha_loc_650_pop_0,-0.000461,-0.000020,-0.061338,0.060596
alpha_loc_651_pop_0,-0.000037,-0.000065,-0.059610,0.063057
alpha_loc_652_pop_0,0.000177,0.000282,-0.062317,0.060945
alpha_loc_653_pop_0,-0.000548,-0.000368,-0.062550,0.061820
alpha_loc_654_pop_0,0.000104,0.000338,-0.061546,0.060937
alpha_loc_655_pop_0,-0.001488,-0.001111,-0.064621,0.060581
alpha_loc_656_pop_0,-0.000388,-0.000377,-0.063705,0.061504
alpha_loc_657_pop_0,-0.000459,-0.000523,-0.061801,0.060284
alpha_loc_658_pop_0,-0.000520,-0.000695,-0.062525,0.060407
alpha_loc_659_pop_0,-0.000948,-0.000596,-0.065974,0.060809
alpha_loc_660_pop_0,0.000281,0.000035,-0.062054,0.063346
alpha_loc_661_pop_0,-0.003210,-0.002406,-0.068797,0.056927
alpha_loc_662_pop_0,0.000014,-0.000069,-0.061779,0.061478
alpha_loc_663_pop_0,-0.000064,-0.000212,-0.062014,0.062486
alpha_loc_664_pop_0,-0.000693,-0.000536,-0.062644,0.060475
alpha_loc_665_pop_0,0.000313,0.000132,-0.061105,0.062687
alpha_loc_666_pop_0,-0.000423,-0.000297,-0.063646,0.061415
alpha_loc_667_pop_0,0.000298,0.000132,-0.061058,0.061822
alpha_loc_668_pop_0,-0.000515,-0.000347,-0.063658,0.060718
alpha_loc_669_pop_0,-0.000531,-0.000562,-0.062964,0.063747
alpha_loc_670_pop_0,0.000023,-0.000107,-0.060653,0.061940
alpha_loc_671_pop_0,-0.001109,-0.001034,-0.065082,0.062167
alpha_loc_672_pop_0,0.000135,0.000250,-0.062090,0.064073
alpha_loc_673_pop_0,-0.000026,-0.000330,-0.061315,0.062114
alpha_loc_674_pop_0,-0.000039,-0.000123,-0.060987,0.060274
alpha_loc_675_pop_0,-0.000278,-0.000278,-0.060878,0.061000
alpha_loc_676_pop_0,-0.000375,-0.000097,-0.061521,0.059734
alpha_loc_677_pop_0,0.000237,0.000022,-0.061481,0.060932
alpha_loc_678_pop_0,-0.000219,0.000013,-0.064135,0.062191
alpha_loc_679_pop_0,-0.000351,-0.000404,-0.063901,0.060553
alpha_loc_680_pop_0,-0.000154,-0.000181,-0.060728,0.061926
alpha_loc_681_pop_0,0.003745,0.003455,-0.055444,0.066601
alpha_loc_682_pop_0,-0.000280,-0.000294,-0.061842,0.061176
alpha_loc_683_pop_0,0.000828,0.000695,-0.059722,0.062620
alpha_loc_684_pop_0,0.000511,0.000632,-0.061545,0.061640
alpha_loc_685_pop_0,0.000014,0.000329,-0.062274,0.061555
alpha_loc_686_pop_0,-0.000201,-0.000580,-0.061465,0.061400
alpha_loc_687_pop_0,-0.000910,-0.001042,-0.061458,0.059534
alpha_loc_688_pop_0,0.000090,-0.000039,-0.060973,0.062001
alpha_loc_689_pop_0,-0.000767,-0.000958,-0.062358,0.062959
alpha_loc_690_pop_0,-0.000539,-0.000651,-0.063061,0.059198
alpha_loc_691_pop_0,0.000931,0.001131,-0.061404,0.062322
alpha_loc_692_pop_0,-0.000134,-0.000235,-0.061103,0.060185
alpha_loc_693_pop_0,-0.001258,-0.001133,-0.062921,0.060729
alpha_loc_694_pop_0,-0.000470,-0.000235,-0.063726,0.061576
alpha_loc_695_pop_0,0.000333,0.000218,-0.060192,0.062018
alpha_loc_696_pop_0,-0.000036,0.000186,-0.060924,0.059079
alpha_loc_697_pop_0,0.000110,-0.000012,-0.060480,0.061139
alpha_loc_698_pop_0,0.000331,0.000236,-0.061624,0.063530
alpha_loc_699_pop_0,-0.000151,-0.000364,-0.061062,0.060821
alpha_loc_700_pop_0,0.001346,0.001013,-0.060215,0.062552
alpha_loc_701_pop_0,-0.000363,-0.000471,-0.061878,0.061094
alpha_loc_702_pop_0,0.000217,-0.000024,-0.059291,0.061698
alpha_loc_703_pop_0,-0.000210,-0.000166,-0.063149,0.062268
alpha_loc_704_pop_0,0.000025,0.000157,-0.061624,0.061664
alpha_loc_705_pop_0,0.001734,0.001670,-0.057761,0.063285
alpha_loc_706_pop_0,0.000110,-0.000322,-0.060891,0.062292
alpha_loc_707_pop_0,0.000363,0.000333,-0.060872,0.062624
alpha_loc_708_pop_0,-0.000133,0.000022,-0.062184,0.060298
alpha_loc_709_pop_0,0.002371,0.001836,-0.057951,0.063787
alpha_loc_710_pop_0,-0.000470,-0.000581,-0.062264,0.062291
alpha_loc_711_pop_0,-0.004370,-0.003764,-0.065914,0.055029
alpha_loc_712_pop_0,-0.000907,-0.000890,-0.062886,0.059228
alpha_loc_713_pop_0,0.000355,0.000438,-0.060893,0.061683
alpha_loc_714_pop_0,-0.000186,-0.000278,-0.062968,0.062031
alpha_loc_715_pop_0,0.000930,0.000775,-0.059954,0.063082
alpha_loc_716_pop_0,0.000172,0.000154,-0.059950,0.060742
alpha_loc_717_pop_0,0.000257,0.000275,-0.060745,0.060444
alpha_loc_718_pop_0,0.000797,0.001016,-0.060864,0.061963
alpha_loc_719_pop_0,-0.000459,-0.000138,-0.063067,0.060179
alpha_loc_720_pop_0,0.001158,0.000977,-0.061009,0.063248
alpha_loc_721_pop_0,0.000067,0.000150,-0.062178,0.061827
alpha_loc_722_pop_0,-0.000280,-0.000287,-0.061116,0.061292
alpha_loc_723_pop_0,-0.000730,-0.000566,-0.063147,0.062090
alpha_loc_724_pop_0,0.000215,0.000050,-0.061536,0.062103
alpha_loc_725_pop_0,-0.000103,-0.000535,-0.061366,0.062466
alpha_loc_726_pop_0,0.000161,0.000088,-0.061234,0.060637
alpha_loc_727_pop_0,-0.000808,-0.000504,-0.063714,0.059519
alpha_loc_728_pop_0,0.000141,0.000192,-0.061897,0.061539
alpha_loc_729_pop_0,0.000002,-0.000069,-0.060839,0.061097
alpha_loc_730_pop_0,0.000181,0.000059,-0.062501,0.060922
alpha_loc_731_pop_0,0.000895,0.001092,-0.061474,0.062400
alpha_loc_732_pop_0,-0.001837,-0.001534,-0.063634,0.058447
alpha_loc_733_pop_0,0.000143,0.000088,-0.059668,0.060507
alpha_loc_734_pop_0,0.000305,0.000329,-0.062032,0.062938
alpha_loc_735_pop_0,-0.000043,-0.000093,-0.062948,0.061367
alpha_loc_736_pop_0,-0.000127,-0.000247,-0.061673,0.061291
alpha_loc_737_pop_0,0.000141,0.000653,-0.060702,0.060621
alpha_loc_738_pop_0,-0.000512,-0.000379,-0.063609,0.061039
alpha_loc_739_pop_0,-0.000074,-0.000381,-0.061222,0.061980
alpha_loc_740_pop_0,-0.000141,-0.000010,-0.063469,0.061742
alpha_loc_741_pop_0,0.000155,0.000326,-0.060952,0.061886
alpha_loc_742_pop_0,-0.000327,-0.000550,-0.060215,0.060645
alpha_loc_743_pop_0,0.001205,0.000904,-0.057963,0.063076
alpha_loc_744_pop_0,-0.000486,-0.000256,-0.064355,0.061864
alpha_loc_745_pop_0,0.000312,-0.000096,-0.062048,0.062625
alpha_loc_746_pop_0,0.000094,0.000209,-0.062320,0.062895
alpha_loc_747_pop_0,-0.000317,-0.000153,-0.062579,0.061069
alpha_loc_748_pop_0,-0.000129,0.000262,-0.063119,0.061225
alpha_loc_749_pop_0,-0.000027,-0.000159,-0.061827,0.062653
alpha_loc_750_pop_0,0.000154,0.000050,-0.060594,0.062579
alpha_loc_751_pop_0,0.000245,0.000565,-0.062781,0.063077
alpha_loc_752_pop_0,0.000340,0.000287,-0.062023,0.060903
alpha_loc_753_pop_0,0.000479,0.000387,-0.060912,0.064133
alpha_loc_754_pop_0,0.000910,0.000987,-0.060455,0.063192
alpha_loc_755_pop_0,-0.000248,-0.000342,-0.061327,0.061908
alpha_loc_756_pop_0,0.000268,0.000186,-0.060085,0.061618
alpha_loc_757_pop_0,0.000477,0.000040,-0.060711,0.061097
alpha_loc_758_pop_0,-0.000648,-0.000463,-0.063611,0.060314
alpha_loc_759_pop_0,0.002638,0.002076,-0.058325,0.067294
alpha_loc_760_pop_0,0.002665,0.002093,-0.058179,0.065195
alpha_loc_761_pop_0,0.000428,0.000156,-0.061812,0.063217
alpha_loc_762_pop_0,0.000296,0.000667,-0.060227,0.062040
alpha_loc_763_pop_0,0.000581,0.000518,-0.061912,0.062154
alpha_loc_764_pop_0,0.000978,0.000820,-0.059599,0.063612
alpha_loc_765_pop_0,-0.000300,-0.000353,-0.061298,0.061628
alpha_loc_766_pop_0,-0.000384,-0.000370,-0.061461,0.060200
alpha_loc_767_pop_0,-0.000404,-0.000180,-0.061019,0.060210
alpha_loc_768_pop_0,0.000678,0.000703,-0.059247,0.061472
alpha_loc_769_pop_0,0.000149,-0.000074,-0.061713,0.062640
alpha_loc_770_pop_0,0.000356,0.000405,-0.061969,0.061933
alpha_loc_771_pop_0,0.000117,-0.000039,-0.063175,0.061291
alpha_loc_772_pop_0,-0.000183,-0.000261,-0.062512,0.060431
alpha_loc_773_pop_0,-0.000041,-0.000135,-0.061720,0.062608
